char,codepoint,unicode_name,script_word,occurrences,top_tags,sample
稅,U+7A05,CJK UNIFIED IDEOGRAPH-7A05,CJK,30,NAME:17; GIVN:13,陳稅福 /Chan/
谟,U+8C1F,CJK UNIFIED IDEOGRAPH-8C1F,CJK,30,TITL:16; NAME:9; GIVN:5,谟 /黃/
禄,U+7984,CJK UNIFIED IDEOGRAPH-7984,CJK,30,NAME:18; GIVN:10; OCCU:1; NSFX:1,禄公 /陳/
准,U+51C6,CJK UNIFIED IDEOGRAPH-51C6,CJK,30,NAME:14; GIVN:8; OCCU:8,准公 陳凖公 /Chén 陳/
祈,U+7948,CJK UNIFIED IDEOGRAPH-7948,CJK,30,NAME:16; GIVN:11; NICK:3,祈山 /陳/
嬀,U+5B00,CJK UNIFIED IDEOGRAPH-5B00,CJK,30,NAME:24; SURN:4; NICK:2,"Chén Mǐn Gōng Zhōu, 陳閔(湣)公 周, 61,53, 20G: Ruler 25th Ruler of Tan State (Guī Yuè 嬀越)"
塚,U+585A,CJK UNIFIED IDEOGRAPH-585A,CJK,30,NAME:19; GIVN:4; OCCU:3; SURN:2,亀岡市荒塚町
鉄,U+9244,CJK UNIFIED IDEOGRAPH-9244,CJK,30,NAME:18; GIVN:8; NICK:3; OCCU:1,津田鉄斎
鎌,U+938C,CJK UNIFIED IDEOGRAPH-938C,CJK,30,NAME:13; _MARNM:5; SURN:5; CITY:3,鎌倉市
聡,U+8061,CJK UNIFIED IDEOGRAPH-8061,CJK,30,NAME:14; NICK:9; GIVN:7,聡明丸
り,U+308A,HIRAGANA LETTER RI,HIRAGANA,30,NAME:16; GIVN:8; NICK:6,もり 法明院 /本多/
苑,U+82D1,CJK UNIFIED IDEOGRAPH-82D1,CJK,30,NAME:15; GIVN:11; PLAC:1; OCCU:1,鹿苑寺
泥,U+6CE5,CJK UNIFIED IDEOGRAPH-6CE5,CJK,30,NAME:15; GIVN:14; NICK:1,御真津日子訶恵志泥命
事,U+4E8B,CJK UNIFIED IDEOGRAPH-4E8B,CJK,30,NAME:17; GIVN:8; NICK:3; OCCU:2,鴨王(事代主息子)
嬪,U+5B2A,CJK UNIFIED IDEOGRAPH-5B2A,CJK,30,TITL:20; NAME:8; GIVN:2,太姫郎姫(履中天皇嬪)
采,U+91C7,CJK UNIFIED IDEOGRAPH-91C7,CJK,30,NAME:19; GIVN:10; _MARNM:1,采女 /蚊屋/
薄,U+8584,CJK UNIFIED IDEOGRAPH-8584,CJK,30,NAME:15; SURN:7; _MARNM:6; NICK:2,久我通博室 /薄/
紇,U+7D07,CJK UNIFIED IDEOGRAPH-7D07,CJK,30,NAME:15; GIVN:7; SURN:5; NICK:2,紇根 /拓跋/
渥,U+6E25,CJK UNIFIED IDEOGRAPH-6E25,CJK,30,NAME:19; GIVN:9; _MARNM:1; SURN:1,佐久間信房正室 /渥美/
鵬,U+9D6C,CJK UNIFIED IDEOGRAPH-9D6C,CJK,30,NAME:18; GIVN:12,"Ruìpéng 瑞鵬 /Chén 陳/ 135, 94, 47, 12"
逞,U+901E,CJK UNIFIED IDEOGRAPH-901E,CJK,30,NAME:17; GIVN:13,逞正院
玩,U+73A9,CJK UNIFIED IDEOGRAPH-73A9,CJK,30,NAME:17; GIVN:13,Yao Wan 瑶玩 /Yú 余/
涵,U+6DB5,CJK UNIFIED IDEOGRAPH-6DB5,CJK,30,NAME:16; GIVN:12; NICK:2,李涵
買,U+8CB7,CJK UNIFIED IDEOGRAPH-8CB7,CJK,30,NAME:17; GIVN:13,買 /劉/
駟,U+99DF,CJK UNIFIED IDEOGRAPH-99DF,CJK,30,_MARNM:14; NAME:10; GIVN:4; NICK:2,駟 /贏姓/
勛,U+52DB,CJK UNIFIED IDEOGRAPH-52DB,CJK,30,NAME:17; GIVN:13,勛 /吳郡吳縣/
ག,U+0F42,TIBETAN LETTER GA,TIBETAN,30,NAME:21; GIVN:9,གུང་སྲོང་གུང་བཙན། / Gungsong Gungzän
覃,U+8983,CJK UNIFIED IDEOGRAPH-8983,CJK,30,NAME:19; GIVN:11,覃秀 /Zēng 曾/
朴,U+6734,CJK UNIFIED IDEOGRAPH-6734,CJK,30,NAME:15; GIVN:9; NICK:6,朴 /Zēng 鄫/
寡,U+5BE1,CJK UNIFIED IDEOGRAPH-5BE1,CJK,30,NAME:17; GIVN:13,錫 寡光 /琅邪臨沂/
注,U+6CE8,CJK UNIFIED IDEOGRAPH-6CE8,CJK,30,NAME:18; GIVN:12,Zhu Gong 注公 /Lǐ 李/
처,U+CC98,HANGUL SYLLABLE CEO,HANGUL,30,NAME:14; GIVN:14; NICK:2,김비처
약,U+C57D,HANGUL SYLLABLE YAG,HANGUL,30,NAME:15; GIVN:14; NICK:1,고 약 /고/
직,U+C9C1,HANGUL SYLLABLE JIG,HANGUL,30,NAME:12; GIVN:11; PLAC:6; _MARNM:1,직
涓,U+6D93,CJK UNIFIED IDEOGRAPH-6D93,CJK,30,NAME:16; GIVN:12; NICK:2,涓 /開封/
謇,U+8B07,CJK UNIFIED IDEOGRAPH-8B07,CJK,30,NAME:16; GIVN:14,謇之 /河東解縣/
적,U+C801,HANGUL SYLLABLE JEOG,HANGUL,30,NAME:15; GIVN:15,적 /박/
冕,U+5195,CJK UNIFIED IDEOGRAPH-5195,CJK,29,NAME:16; GIVN:13,冕 /黃/
胥,U+80E5,CJK UNIFIED IDEOGRAPH-80E5,CJK,29,NAME:16; GIVN:10; _MARNM:2; PLAC:1,Wu Zixu 伍子胥
刻,U+523B,CJK UNIFIED IDEOGRAPH-523B,CJK,29,NAME:16; GIVN:8; OCCU:3; NICK:2,忠刻 /本多/
溶,U+6EB6,CJK UNIFIED IDEOGRAPH-6EB6,CJK,29,NAME:17; GIVN:12,溶姫 /前田/
猪,U+732A,CJK UNIFIED IDEOGRAPH-732A,CJK,29,NAME:16; GIVN:7; _MARNM:3; SURN:2,猪熊教利室
殖,U+6B96,CJK UNIFIED IDEOGRAPH-6B96,CJK,29,NAME:18; GIVN:4; _MARNM:3; SURN:3,観松彦香殖稲尊 /孝昭天皇/
背,U+80CC,CJK UNIFIED IDEOGRAPH-80CC,CJK,29,NAME:15; GIVN:10; NICK:4,武石彦奇友背命
乎,U+4E4E,CJK UNIFIED IDEOGRAPH-4E4E,CJK,29,NAME:16; GIVN:13,乎非王
身,U+8EAB,CJK UNIFIED IDEOGRAPH-8EAB,CJK,29,NAME:18; GIVN:11,身古乃君
続,U+7D9A,CJK UNIFIED IDEOGRAPH-7D9A,CJK,29,NAME:20; GIVN:8; OCCU:1,元続 /小笠原/
莒,U+8392,CJK UNIFIED IDEOGRAPH-8392,CJK,29,NAME:13; GIVN:8; SURN:4; TITL:2,物部伊莒弗息子
晫,U+666B,CJK UNIFIED IDEOGRAPH-666B,CJK,29,TITL:20; NAME:5; GIVN:4,〔北魏〕元晫墓誌銘
დ,U+10D3,GEORGIAN LETTER DON,GEORGIAN,29,NICK:15; NAME:9; GIVN:5,აშოტ I დიდი
柱,U+67F1,CJK UNIFIED IDEOGRAPH-67F1,CJK,29,NAME:16; GIVN:11; OCCU:1; NICK:1,"居住銅鑼柱村, residing at Tóngluózhùcūn"
沾,U+6CBE,CJK UNIFIED IDEOGRAPH-6CBE,CJK,29,NAME:16; GIVN:7; _MARNM:4; SURN:2,Xiángzhān /陳祥沾/
발,U+BC1C,HANGUL SYLLABLE BAL,HANGUL,29,NAME:15; GIVN:12; _MARNM:2,원순종 다르마발라
感,U+611F,CJK UNIFIED IDEOGRAPH-611F,CJK,29,NAME:16; GIVN:12; NICK:1,勝宝感神聖武皇帝
綝,U+7D9D,CJK UNIFIED IDEOGRAPH-7D9D,CJK,29,NAME:17; GIVN:12,Cai Lin 蔡綝
疾,U+75BE,CJK UNIFIED IDEOGRAPH-75BE,CJK,29,NAME:17; GIVN:10; NICK:2,去疾 /姬/
係,U+4FC2,CJK UNIFIED IDEOGRAPH-4FC2,CJK,29,NAME:16; GIVN:12; NICK:1,Xìmiǎo 即係渺
ལ,U+0F63,TIBETAN LETTER LA,TIBETAN,29,NAME:19; GIVN:9; NSFX:1,Mongsa Chinjam / མོང་བཟའ་ཁྲི་ལནྕམ།
袞,U+889E,CJK UNIFIED IDEOGRAPH-889E,CJK,29,NAME:14; GIVN:13; NICK:2,日巴袞
瓘,U+74D8,CJK UNIFIED IDEOGRAPH-74D8,CJK,29,NAME:17; GIVN:12,瓘 /陳/
劭,U+52AD,CJK UNIFIED IDEOGRAPH-52AD,CJK,29,NAME:15; GIVN:14,劭 敬倫 /琅邪臨沂/
棠,U+68E0,CJK UNIFIED IDEOGRAPH-68E0,CJK,29,NAME:16; GIVN:11; NICK:2,黃景棠
건,U+AC74,HANGUL SYLLABLE GEON,HANGUL,29,PLAC:15; NAME:7; GIVN:6; SURN:1,한국 경기도 구리시 인창동 산 2-1번지 동구릉 건원릉
량,U+B7C9,HANGUL SYLLABLE RYANG,HANGUL,29,NAME:15; GIVN:13; _MARNM:1,량
례,U+B840,HANGUL SYLLABLE RYE,HANGUL,29,NAME:18; GIVN:11,휴례부인 김씨
득,U+B4DD,HANGUL SYLLABLE DEUG,HANGUL,29,NAME:15; GIVN:12; _MARNM:2,득
獎,U+734E,CJK UNIFIED IDEOGRAPH-734E,CJK,29,NAME:17; GIVN:12,玄獎 /弘農華陰/
澣,U+6FA3,CJK UNIFIED IDEOGRAPH-6FA3,CJK,29,NAME:17; GIVN:12,澣 /蘭陵/
囗,U+56D7,CJK UNIFIED IDEOGRAPH-56D7,CJK,29,NAME:15; GIVN:14,懷 囗 /隴西狄道/
ン,U+30F3,KATAKANA LETTER N,KATAKANA,28,NAME:15; GIVN:8; NICK:4; _MARNM:1,クヌート1世 (イングランド王)
萇,U+8407,CJK UNIFIED IDEOGRAPH-8407,CJK,28,NAME:16; GIVN:12,萇 /京兆長安/
ؤ,U+0624,ARABIC LETTER WAW WITH HAMZA ABOVE,ARABIC,28,NAME:11; TITL:10; GIVN:6; SURN:1,إسحاق المؤتمن //
Ἄ,U+1F0C,GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA,GREEK,28,NAME:13; GIVN:10; SURN:3; _MARNM:2,Ἄννα /Κομνηνή/
副,U+526F,CJK UNIFIED IDEOGRAPH-526F,CJK,28,NAME:15; GIVN:7; _MARNM:3; SURN:2,徳子 /川副/
刑,U+5211,CJK UNIFIED IDEOGRAPH-5211,CJK,28,NAME:15; GIVN:6; OCCU:4; NICK:1,刑部少輔
猶,U+7336,CJK UNIFIED IDEOGRAPH-7336,CJK,28,OCCU:10; NAME:8; GIVN:6; NICK:4,豊臣秀吉猶子
讃,U+8B83,CJK UNIFIED IDEOGRAPH-8B83,CJK,28,OCCU:11; NAME:10; GIVN:4; _MARNM:2,讃岐高松藩
場,U+5834,CJK UNIFIED IDEOGRAPH-5834,CJK,28,NAME:15; GIVN:4; _MARNM:3; SURN:3,成宗室(堀場氏) /佐々/
説,U+8AAC,CJK UNIFIED IDEOGRAPH-8AAC,CJK,28,NAME:18; GIVN:9; OCCU:1,説孝 /藤原/
懌,U+61CC,CJK UNIFIED IDEOGRAPH-61CC,CJK,28,NAME:16; GIVN:12,懌 /河南洛陽/
専,U+5C02,CJK UNIFIED IDEOGRAPH-5C02,CJK,28,NAME:18; GIVN:4; _MARNM:2; SURN:2,専修寺堯円室 /藤堂/
倶,U+5036,CJK UNIFIED IDEOGRAPH-5036,CJK,28,NAME:16; GIVN:8; OCCU:4,水野重上室、桜井松平忠倶養女
堪,U+582A,CJK UNIFIED IDEOGRAPH-582A,CJK,28,NAME:16; GIVN:12,堪 /平戸/
鱗,U+9C57,CJK UNIFIED IDEOGRAPH-9C57,CJK,28,NAME:12; _MARNM:8; GIVN:7; NICK:1,兆鱗 /陳/
烱,U+70F1,CJK UNIFIED IDEOGRAPH-70F1,CJK,28,NAME:18; GIVN:9; _MARNM:1,Chén Wénjiǒng /陳文烱/
醇,U+9187,CJK UNIFIED IDEOGRAPH-9187,CJK,28,NAME:14; GIVN:8; OCCU:4; NICK:2,政醇 /建部/
滔,U+6ED4,CJK UNIFIED IDEOGRAPH-6ED4,CJK,28,NAME:16; GIVN:11; _MARNM:1,李 學 滔 Hawk To /Lee/
瑰,U+7470,CJK UNIFIED IDEOGRAPH-7470,CJK,28,NAME:16; GIVN:12,Gui 瑰 /Yú 余/
璲,U+74B2,CJK UNIFIED IDEOGRAPH-74B2,CJK,28,NAME:17; GIVN:11,Suì 璲 /Zhāng 張/
№,U+2116,NUMERO SIGN,NUMERO,28,TITL:27; NAME:1,"Калужский церковно-общественный вестник. Калуга, 1911, № 22"
劍,U+528D,CJK UNIFIED IDEOGRAPH-528D,CJK,28,NAME:13; GIVN:6; SURN:6; TITL:3,紀官 劍龍 /湖南湘鄉/
철,U+CCA0,HANGUL SYLLABLE CEOL,HANGUL,28,NAME:14; GIVN:12; _MARNM:2,轍 철 /奇 기/
迅,U+8FC5,CJK UNIFIED IDEOGRAPH-8FC5,CJK,28,NAME:16; GIVN:12,迅 /曾/
敘,U+6558,CJK UNIFIED IDEOGRAPH-6558,CJK,28,NAME:16; GIVN:12,興敘 有典 /湖南湘鄉/
穗,U+7A57,CJK UNIFIED IDEOGRAPH-7A57,CJK,28,NAME:17; GIVN:11,穗 /吳郡吳縣/
占,U+5360,CJK UNIFIED IDEOGRAPH-5360,CJK,28,NAME:16; GIVN:10; TITL:2,"Jiāzhàn 嘉占 /Chén 陳/ 139, 98, 51, 16"
晚,U+665A,CJK UNIFIED IDEOGRAPH-665A,CJK,28,NAME:15; GIVN:10; NICK:3,福晚 /Chén 陳/
憺,U+61BA,CJK UNIFIED IDEOGRAPH-61BA,CJK,28,NAME:16; GIVN:12,憺 /潁川潁陰/
瑋,U+744B,CJK UNIFIED IDEOGRAPH-744B,CJK,28,NAME:16; GIVN:12,琛 士瑋 /琅邪臨沂/
冤,U+51A4,CJK UNIFIED IDEOGRAPH-51A4,CJK,28,NAME:14; SURN:14,嗣之 奉伯 /濟陰冤句/
규,U+ADDC,HANGUL SYLLABLE GYU,HANGUL,28,NAME:14; GIVN:10; _MARNM:4,규
담,U+B2F4,HANGUL SYLLABLE DAM,HANGUL,28,NAME:14; GIVN:12; _MARNM:2,고 담 /고/
鄄,U+9104,CJK UNIFIED IDEOGRAPH-9104,CJK,28,NAME:14; SURN:14,/濮州鄄城/
琯,U+742F,CJK UNIFIED IDEOGRAPH-742F,CJK,28,NAME:16; GIVN:12,琯 /開封杞縣/
瑊,U+744A,CJK UNIFIED IDEOGRAPH-744A,CJK,28,NAME:16; GIVN:12,瑊 中玉 忠玉 /廬州合肥/
屿,U+5C7F,CJK UNIFIED IDEOGRAPH-5C7F,CJK,28,NAME:14; GIVN:14,": Soo Pang (屿房)(5)颗馒等公家谱(槟城) /141, 129, 76, 72, 37, 16世/"
混,U+6DF7,CJK UNIFIED IDEOGRAPH-6DF7,CJK,27,NAME:14; GIVN:11; NICK:2,混 叔源 /陳郡陽夏/
ス,U+30B9,KATAKANA LETTER SU,KATAKANA,27,NAME:14; GIVN:9; NICK:2; _MARNM:1,テムジンジンギスカン //
戴,U+6234,CJK UNIFIED IDEOGRAPH-6234,CJK,27,NAME:17; GIVN:5; _MARNM:3; TITL:2,戴氏 /Chan/
应,U+5E94,CJK UNIFIED IDEOGRAPH-5E94,CJK,27,NAME:15; GIVN:10; NICK:1; OCCU:1,应 /黃/
业,U+4E1A,CJK UNIFIED IDEOGRAPH-4E1A,CJK,27,NAME:18; GIVN:9,大业 /黃/
🔅,U+1F505,LOW BRIGHTNESS SYMBOL,LOW,27,TITL:27,🔅Sayyid Abdurrohman (putra Sayyid Hasyim) or Hadiwijaya or Joko Tingkir or Mas Karebet (PAJANG 1549-1582)
ḳ,U+1E33,LATIN SMALL LETTER K WITH DOT BELOW,LATIN,27,NAME:11; GIVN:6; _MARNM:5; NICK:3,Resh Pirḳa of Tiberias
こ,U+3053,HIRAGANA LETTER KO,HIRAGANA,27,NICK:15; NAME:6; GIVN:6,めここ
億,U+5104,CJK UNIFIED IDEOGRAPH-5104,CJK,27,NAME:16; GIVN:10; NICK:1,億計天皇
計,U+8A08,CJK UNIFIED IDEOGRAPH-8A08,CJK,27,NAME:14; GIVN:8; NICK:4; OCCU:1,億計天皇
鮮,U+9BAE,CJK UNIFIED IDEOGRAPH-9BAE,CJK,27,NAME:15; GIVN:8; _MARNM:3; SURN:1,鮮子 /藤原/
車,U+8ECA,CJK UNIFIED IDEOGRAPH-8ECA,CJK,27,NAME:15; GIVN:10; _MARNM:1; SURN:1,丘除車林鞮單于 Kuchi Qilindi of Xiongnu
挹,U+6339,CJK UNIFIED IDEOGRAPH-6339,CJK,27,NAME:16; GIVN:11,箕挹 /Zēng 曾/
胜,U+80DC,CJK UNIFIED IDEOGRAPH-80DC,CJK,27,NAME:16; GIVN:11,"达胜 和 /陈/ 141, 100, 53, 18世"
柿,U+67FF,CJK UNIFIED IDEOGRAPH-67FF,CJK,27,NAME:18; _MARNM:4; SURN:4; OCCU:1,柿崎憲家室
翠,U+7FE0,CJK UNIFIED IDEOGRAPH-7FE0,CJK,27,NAME:16; GIVN:8; _MARNM:2; NICK:1,翠松院 /松平/
钦,U+94A6,CJK UNIFIED IDEOGRAPH-94A6,CJK,27,NAME:18; GIVN:9,国钦 /Chén 陳/
举,U+4E3E,CJK UNIFIED IDEOGRAPH-4E3E,CJK,27,NAME:18; GIVN:9,举孙 /Chén 陳/
孙,U+5B59,CJK UNIFIED IDEOGRAPH-5B59,CJK,27,NAME:11; GIVN:7; _MARNM:6; NICK:2,举孙 /Chén 陳/
绍,U+7ECD,CJK UNIFIED IDEOGRAPH-7ECD,CJK,27,NAME:15; GIVN:9; _MARNM:3,Shao Bin 绍彬 /Yú 余/
佚,U+4F5A,CJK UNIFIED IDEOGRAPH-4F5A,CJK,27,NAME:16; GIVN:11,Yì 佚 /Zhāng 張/
璽,U+74BD,CJK UNIFIED IDEOGRAPH-74BD,CJK,27,NAME:14; GIVN:12; NICK:1,天璽国押開豊桜彦天皇
鑄,U+9444,CJK UNIFIED IDEOGRAPH-9444,CJK,27,NAME:15; GIVN:12,鑄 /曾/
塤,U+5864,CJK UNIFIED IDEOGRAPH-5864,CJK,27,NAME:10; TITL:10; GIVN:7,塤 /吳郡吳縣/
駱,U+99F1,CJK UNIFIED IDEOGRAPH-99F1,CJK,27,NAME:13; GIVN:5; SURN:4; _MARNM:3,大駱 /Yíng 贏/
謩,U+8B29,CJK UNIFIED IDEOGRAPH-8B29,CJK,27,NAME:15; GIVN:12,謩 伯謩 /河南洛陽/
逖,U+9016,CJK UNIFIED IDEOGRAPH-9016,CJK,27,NAME:16; GIVN:11,逖公 /陳/
泚,U+6CDA,CJK UNIFIED IDEOGRAPH-6CDA,CJK,27,NAME:16; GIVN:11,泚 /鄭 Zhèng/
赫,U+8D6B,CJK UNIFIED IDEOGRAPH-8D6B,CJK,27,NAME:14; GIVN:5; _MARNM:4; SURN:4,赫胡 /姬/
휴,U+D734,HANGUL SYLLABLE HYU,HANGUL,27,NAME:14; GIVN:13,휴례부인 김씨
항,U+D56D,HANGUL SYLLABLE HANG,HANGUL,27,NAME:14; GIVN:11; _MARNM:2,항
洵,U+6D35,CJK UNIFIED IDEOGRAPH-6D35,CJK,27,NAME:15; GIVN:10; TITL:1; NICK:1,洵 明允 /眉州眉山/
​,U+200B,ZERO WIDTH SPACE,ZERO,26,PLAC:8; NAME:8; GIVN:6; NICK:4,LHZ6-KQG ​
辉,U+8F89,CJK UNIFIED IDEOGRAPH-8F89,CJK,26,NAME:15; GIVN:10; _MARNM:1,辉公 /陳/
悼,U+60BC,CJK UNIFIED IDEOGRAPH-60BC,CJK,26,NAME:20; GIVN:4; NICK:2,Dào Tàizǐ 悼太子
ψ,U+03C8,GREEK SMALL LETTER PSI,GREEK,26,TITL:22; NICK:1; SURN:1; NAME:1,The Armenian female name Hṙip ' simē (in the secondary literature mostly Hripsime) is given in Greek as Ripsime - Ῥιψίμη
衞,U+885E,CJK UNIFIED IDEOGRAPH-885E,CJK,26,NAME:14; NICK:5; _MARNM:5; SURN:2,又左衞門
芹,U+82B9,CJK UNIFIED IDEOGRAPH-82B9,CJK,26,NAME:14; GIVN:9; NICK:2; _MARNM:1,火酢芹命
眼,U+773C,CJK UNIFIED IDEOGRAPH-773C,CJK,26,NAME:16; GIVN:9; NICK:1,遠津年魚眼眼妙媛
蒼,U+84BC,CJK UNIFIED IDEOGRAPH-84BC,CJK,26,NAME:14; GIVN:11; NICK:1,蒼龍院殿成巌建功大居士
什,U+4EC0,CJK UNIFIED IDEOGRAPH-4EC0,CJK,26,NAME:14; GIVN:11; _MARNM:1,什翼犍 /TUÒBÁ Shíyìjiàn/
税,U+7A0E,CJK UNIFIED IDEOGRAPH-7A0E,CJK,26,NAME:17; GIVN:8; SURN:1,主税 /前田/
努,U+52AA,CJK UNIFIED IDEOGRAPH-52AA,CJK,26,NAME:13; GIVN:9; NICK:4,智努
萩,U+8429,CJK UNIFIED IDEOGRAPH-8429,CJK,26,NAME:18; _MARNM:3; SURN:3; OCCU:2,従言 /萩原/
奮,U+596E,CJK UNIFIED IDEOGRAPH-596E,CJK,26,NAME:13; GIVN:12; NICK:1,字:文奮
勸,U+52F8,CJK UNIFIED IDEOGRAPH-52F8,CJK,26,NAME:15; GIVN:8; _MARNM:2; SURN:1,Zhōng Quàn /Huang 黄 忠 勸/
驎,U+9A4E,CJK UNIFIED IDEOGRAPH-9A4E,CJK,26,NAME:14; GIVN:12,驎 /慕容/
聪,U+806A,CJK UNIFIED IDEOGRAPH-806A,CJK,26,NAME:15; GIVN:11,思聪(惠詔) /胡/
：,U+FF1A,FULLWIDTH COLON,FULLWIDTH,26,NAME:13; GIVN:12; TITL:1,"日进 字：七一 /陈/ 131, 123, 90, 43, 8, 4世"
遲,U+9072,CJK UNIFIED IDEOGRAPH-9072,CJK,26,NAME:12; _MARNM:7; GIVN:4; SURN:3,Chí 遲 /Chén 陳/
□,U+25A1,WHITE SQUARE,WHITE,26,NAME:13; GIVN:13,訥 □□ /隴西狄道/
祉,U+7949,CJK UNIFIED IDEOGRAPH-7949,CJK,26,NAME:15; GIVN:11,公祉 /陳/
갈,U+AC08,HANGUL SYLLABLE GAL,HANGUL,26,NAME:22; GIVN:3; NICK:1,진안갈문왕
가,U+AC00,HANGUL SYLLABLE GA,HANGUL,26,NAME:13; GIVN:9; PLAC:3; _MARNM:1,가락국부인 김씨
익,U+C775,HANGUL SYLLABLE IG,HANGUL,26,NAME:11; GIVN:10; PLAC:4; _MARNM:1,익
洋,U+6D0B,CJK UNIFIED IDEOGRAPH-6D0B,CJK,26,NAME:14; GIVN:12,洋 /陳/
吕,U+5415,CJK UNIFIED IDEOGRAPH-5415,CJK,26,NAME:14; GIVN:6; _MARNM:3; SURN:3,娶2: /吕氏/
辭,U+8FAD,CJK UNIFIED IDEOGRAPH-8FAD,CJK,26,NAME:14; GIVN:10; NICK:2,正辭 /江陵/
ト,U+30C8,KATAKANA LETTER TO,KATAKANA,25,NAME:13; GIVN:10; NICK:2,クヌート1世 (イングランド王)
体,U+4F53,CJK UNIFIED IDEOGRAPH-4F53,CJK,25,NAME:16; GIVN:8; _MARNM:1,体政 /黃/
要,U+8981,CJK UNIFIED IDEOGRAPH-8981,CJK,25,NAME:15; GIVN:9; PLAC:1,要 /黃/
ў,U+045E,CYRILLIC SMALL LETTER SHORT U,CYRILLIC,25,NAME:11; GIVN:6; SURN:3; NICK:3,Гедымін /Літоўскі/
凉,U+51C9,CJK UNIFIED IDEOGRAPH-51C9,CJK,25,TITL:18; NAME:4; SURN:2; NICK:1,相応院月凉心英
岫,U+5CAB,CJK UNIFIED IDEOGRAPH-5CAB,CJK,25,NAME:13; GIVN:10; NICK:2,大岫孝景
勲,U+52F2,CJK UNIFIED IDEOGRAPH-52F2,CJK,25,NAME:12; OCCU:7; GIVN:6,従一位、勲一等、旭日大綬章
財,U+8CA1,CJK UNIFIED IDEOGRAPH-8CA1,CJK,25,NAME:15; GIVN:9; OCCU:1,弟財郎女
讚,U+8B9A,CJK UNIFIED IDEOGRAPH-8B9A,CJK,25,NAME:14; GIVN:11,鸕野讚良 /持統天皇/
契,U+5951,CJK UNIFIED IDEOGRAPH-5951,CJK,25,NAME:14; GIVN:9; TITL:2,景契 /北庄/
隣,U+96A3,CJK UNIFIED IDEOGRAPH-96A3,CJK,25,NAME:14; GIVN:8; OCCU:2; NICK:1,忠隣 /大久保/
ւ,U+0582,ARMENIAN SMALL LETTER YIWN,ARMENIAN,25,NAME:13; GIVN:10; SURN:1; NSFX:1,Սբ. Հուսիկ Ա. Պարթև
旋,U+65CB,CJK UNIFIED IDEOGRAPH-65CB,CJK,25,NAME:13; GIVN:10; _MARNM:2,伯旋 /陳/
仍,U+4ECD,CJK UNIFIED IDEOGRAPH-4ECD,CJK,25,NAME:17; GIVN:8,信仍 /佐久間/
瑄,U+7444,CJK UNIFIED IDEOGRAPH-7444,CJK,25,NAME:14; GIVN:11,瑄 /趙/
杲,U+6772,CJK UNIFIED IDEOGRAPH-6772,CJK,25,NAME:15; GIVN:10,尊杲
像,U+50CF,CJK UNIFIED IDEOGRAPH-50CF,CJK,25,NAME:14; GIVN:8; SURN:2; OCCU:1,宗像大宮司室 /大内/
佗,U+4F57,CJK UNIFIED IDEOGRAPH-4F57,CJK,25,NAME:15; GIVN:9; _MARNM:1,Tuó /HUANG 黄佗 30A/
確,U+78BA,CJK UNIFIED IDEOGRAPH-78BA,CJK,25,NAME:14; GIVN:10; _MARNM:1,Yin Que /HUANG 黄音確 42A/
だ,U+3060,HIRAGANA LETTER DA,HIRAGANA,25,NICK:21; NAME:2; GIVN:2,くろだ なおよし
チ,U+30C1,KATAKANA LETTER TI,KATAKANA,25,NAME:13; GIVN:11; NICK:1,ミチ /鳥取/
盟,U+76DF,CJK UNIFIED IDEOGRAPH-76DF,CJK,25,NAME:13; GIVN:12,聞盟 /曾/
洸,U+6D38,CJK UNIFIED IDEOGRAPH-6D38,CJK,25,NAME:15; GIVN:10,傳洸 /曾/
庇,U+5E87,CJK UNIFIED IDEOGRAPH-5E87,CJK,25,NAME:15; GIVN:10,"Kāngbì 康庇 /Chén 陳/ 132, 92, 45, 8"
甯,U+752F,CJK UNIFIED IDEOGRAPH-752F,CJK,25,NAME:14; GIVN:10; NICK:1,觀甯 /Chén 陳/
ུ,U+0F74,TIBETAN VOWEL SIGN U,TIBETAN,25,NAME:19; GIVN:6,མུན་ཆང་ཀུང་ཅོ
聿,U+807F,CJK UNIFIED IDEOGRAPH-807F,CJK,25,NAME:13; GIVN:12,元孫 聿修 /琅邪臨沂/
撝,U+649D,CJK UNIFIED IDEOGRAPH-649D,CJK,25,NAME:14; GIVN:11,撝 /隴西狄道/
삼,U+C0BC,HANGUL SYLLABLE SAM,HANGUL,25,NAME:10; PLAC:8; GIVN:7,삼맥종 /김/
璥,U+74A5,CJK UNIFIED IDEOGRAPH-74A5,CJK,25,NAME:15; GIVN:10,璥 /趙州贊皇/
銛,U+929B,CJK UNIFIED IDEOGRAPH-929B,CJK,25,NAME:15; GIVN:10,銛 /太原/
宀,U+5B80,CJK UNIFIED IDEOGRAPH-5B80,CJK,25,NAME:13; GIVN:12,孝{宀詧} /隴西狄道/
Ά,U+0386,GREEK CAPITAL LETTER ALPHA WITH TONOS,GREEK,24,NAME:10; NICK:5; GIVN:4; SURN:3,Άννα της Σαβοϊας
擇,U+64C7,CJK UNIFIED IDEOGRAPH-64C7,CJK,24,NAME:13; GIVN:11,陳擇紹 /Chan/
ŭ,U+016D,LATIN SMALL LETTER U WITH BREVE,LATIN,24,NAME:9; CITY:6; GIVN:4; SURN:2,of Navahrudak and Vaŭkavysk
