file,on_disk,referenced,n_items,properties,example_item,action
Gersand  de Gasconha Arms.svg,,yes,2,,Q105055,"named by a claim, no such file"
Gersenda  Narbonne Arms.svg,,yes,2,,Q79349,"named by a claim, no such file"
Gersenda dEste Arms.svg,,yes,1,,Q207998,"named by a claim, no such file"
Gersenda de Besalú Arms.svg,,yes,3,,Q113528,"named by a claim, no such file"
Gersenda de Pailhars Arms.svg,,yes,1,,Q124757,"named by a claim, no such file"
"Gersenda de Tolosa, comtessa consort de Barcelona Arms.svg",,yes,2,,Q104971,"named by a claim, no such file"
Gersende  d'Astarac Arms.svg,,yes,2,,Q102961,"named by a claim, no such file"
Gersende de Gascogne Arms.svg,,yes,2,,Q110506,"named by a claim, no such file"
Gersende du Maine Arms.svg,,yes,1,,Q206652,"named by a claim, no such file"
Gersende of Maine Arms.svg,,yes,2,,Q116801,"named by a claim, no such file"
Gersende of Provence Arms.svg,,yes,1,,Q124751,"named by a claim, no such file"
Gershom Arms.svg,,yes,1,,Q129793,"named by a claim, no such file"
Gershon Arms.svg,,yes,1,,Q129584,"named by a claim, no such file"
Gersuinda (Gersind) (?) Arms.svg,,yes,1,,Q139445,"named by a claim, no such file"
Gersuinda Arms.svg,,yes,2,,Q115546,"named by a claim, no such file"
Gerswinde of Saxony Arms.svg,,yes,1,,Q205649,"named by a claim, no such file"
Gerswinde von Alemannien Arms.svg,,yes,1,,Q206797,"named by a claim, no such file"
Gertrud Arms.svg,,yes,1,,Q129043,"named by a claim, no such file"
Gertrud Prellwitz Arms.svg,,yes,1,,Q55803,"named by a claim, no such file"
Gertrud Von Rheineck Grafin von Bentheim Arms.svg,,yes,1,,Q207875,"named by a claim, no such file"
Gertrud die Ältere von Braunschweig Arms.svg,,yes,2,,Q114269,"named by a claim, no such file"
Gertrud of Hamage Arms.svg,,yes,2,,Q111280,"named by a claim, no such file"
Gertrud of Joinville Arms.svg,,yes,1,,Q123303,"named by a claim, no such file"
Gertrud of Lorraine Arms.svg,,yes,2,,Q122301,"named by a claim, no such file"
Gertrud of Silesia Arms.svg,,yes,1,,Q127377,"named by a claim, no such file"
"Gertrud of Supplingenburg, Duchess of Bavaria Arms.svg",,yes,1,,Q205296,"named by a claim, no such file"
Gertrud von Anhalt Arms.svg,,yes,1,,Q147165,"named by a claim, no such file"
Gertrud von Babenberg Arms.svg,,yes,1,,Q127358,"named by a claim, no such file"
Gertrud von Ballenstedt Arms.svg,,yes,1,,Q121678,"named by a claim, no such file"
Gertrud von Dicke Arms.svg,,yes,1,,Q148003,"named by a claim, no such file"
Gertrud von Osterreich-Babenberg Princess Of Austria Arms.svg,,yes,1,,Q206146,"named by a claim, no such file"
Gertrude Edle von Witilinchoven Arms.svg,,yes,1,,Q128345,"named by a claim, no such file"
Gertrude de Bassigny heiress de Bassigny Arms.svg,,yes,1,,Q208676,"named by a claim, no such file"
Gertrude de Hainault Arms.svg,,yes,1,,Q120420,"named by a claim, no such file"
Gertrude de Hainaut Arms.svg,,yes,2,,Q114497,"named by a claim, no such file"
Gertrude de Macon de Limbourg Arms.svg,,yes,1,,Q206628,"named by a claim, no such file"
Gertrude de Montaigu Arms.svg,,yes,1,,Q128802,"named by a claim, no such file"
Gertrude de Nesle Arms.svg,,yes,1,,Q151235,"named by a claim, no such file"
Gertrude de Nesle-Soissons Arms.svg,,yes,1,,Q128659,"named by a claim, no such file"
Gertrude in Lerigau Arms.svg,,yes,2,,Q121045,"named by a claim, no such file"
Gertrude of Bavaria Arms.svg,,yes,1,,Q121476,"named by a claim, no such file"
Gertrude of Bohemia Arms.svg,,yes,2,,Q114339,"named by a claim, no such file"
Gertrude of Brandenburg Arms.svg,,yes,1,,Q127483,"named by a claim, no such file"
Gertrude of Brunswick Arms.svg,,yes,4,,Q117025,"named by a claim, no such file"
Gertrude of Comburg Arms.svg,,yes,2,,Q117207,"named by a claim, no such file"
Gertrude of Dagsburg Arms.svg,,yes,1,,Q123475,"named by a claim, no such file"
Gertrude of Flanders Arms.svg,,yes,1,,Q120462,"named by a claim, no such file"
"Gertrude of Flanders, Countess of Savoy Arms.svg",,yes,1,,Q122385,"named by a claim, no such file"
Gertrude of Haldensleben Arms.svg,,yes,2,,Q117043,"named by a claim, no such file"
Gertrude of Merania Arms.svg,,yes,2,,Q54271,"named by a claim, no such file"
Gertrude of Nivelles Arms.svg,,yes,3,,Q111322,"named by a claim, no such file"
Gertrude of Northeim Arms.svg,,yes,1,,Q121025,"named by a claim, no such file"
Gertrude of Poland Arms.svg,,yes,2,,Q117387,"named by a claim, no such file"
Gertrude of Saxony Arms.svg,,yes,3,,Q120460,"named by a claim, no such file"
Gertrude of Sulzbach Arms.svg,,yes,2,,Q117209,"named by a claim, no such file"
Gertrude of Süpplingenburg Arms.svg,,yes,2,,Q117221,"named by a claim, no such file"
Gertrude van Gent Arms.svg,,yes,1,,Q143374,"named by a claim, no such file"
Gertrude van den Elzas gravin van Vlaanderen Arms.svg,,yes,1,,Q206509,"named by a claim, no such file"
Gertrude von Bayern Arms.svg,,yes,1,,Q207705,"named by a claim, no such file"
Gertrude von Egisheim Arms.svg,,yes,1,,Q206920,"named by a claim, no such file"
Gertrude von Landsberg und Niederlausitz Arms.svg,,yes,1,,Q121660,"named by a claim, no such file"
Gertrude von Meißen Arms.svg,,yes,2,,Q117287,"named by a claim, no such file"
Gertrude von Northeim von Lotharingia Countess Palatine & Heiress of Friesland Arms.svg,,yes,1,,Q207433,"named by a claim, no such file"
Gertrudes  de Abreu Soares da Silva Arms.svg,,yes,2,,Q80363,"named by a claim, no such file"
Gertrudis  Baca Arms.svg,,yes,2,,Q39953,"named by a claim, no such file"
Gertrudis  Correa Angulo Arms.svg,,yes,4,,Q44514,"named by a claim, no such file"
Gertrudis  Jorge Arms.svg,,yes,2,,Q41083,"named by a claim, no such file"
Gertrudis  de Alva y Estrada Bocanegra Arms.svg,,yes,2,,Q37587,"named by a claim, no such file"
Gertrudis  de Alvarado Vera Arms.svg,,yes,2,,Q37474,"named by a claim, no such file"
Gertrudis  de Cervantes Arms.svg,,yes,2,,Q35371,"named by a claim, no such file"
Gertrudis Van Leuven Arms.svg,,yes,1,,Q207667,"named by a claim, no such file"
Gertrudis aka Lopez de Lizalde  de Luevana Arms.svg,,yes,2,,Q41639,"named by a claim, no such file"
"Gertrudis, gravin van Leuven Arms.svg",,yes,1,,Q207467,"named by a claim, no such file"
Gerulf I of Frisia Arms.svg,,yes,1,,Q146758,"named by a claim, no such file"
Gerutha Arms.svg,,yes,1,,Q123841,"named by a claim, no such file"
"Gervais II, Lord of Château-du-Loir Arms.svg",,yes,3,,Q117986,"named by a claim, no such file"
Gervais de Beaumont Arms.svg,,yes,1,,Q125334,"named by a claim, no such file"
Gervais de Châtillon Arms.svg,,yes,1,,Q146729,"named by a claim, no such file"
"Gervais, Count of Rethel Arms.svg",,yes,2,,Q116715,"named by a claim, no such file"
Gervaise de Dinan Arms.svg,,yes,1,,Q142413,"named by a claim, no such file"
Gervase Paynell Arms.svg,,yes,1,,Q143805,"named by a claim, no such file"
Gervase of Blois Arms.svg,,yes,1,,Q124826,"named by a claim, no such file"
Gervasio of Toledo Arms.svg,,yes,2,,Q79156,"named by a claim, no such file"
Gesalec Arms.svg,,yes,2,,Q109670,"named by a claim, no such file"
Gesimund Arms.svg,,yes,2,,Q110178,"named by a claim, no such file"
Gessius Arms.svg,,yes,2,,Q115001,"named by a claim, no such file"
Geta Arms.svg,,yes,2,,Q151860,"named by a claim, no such file"
Gether Arms.svg,,yes,1,,Q130304,"named by a claim, no such file"
Getrudis  Esparsa Luebana Arms.svg,,yes,2,,Q40455,"named by a claim, no such file"
Getrudis  Ruiz de Esparza Rangel Arms.svg,,yes,2,,Q41539,"named by a claim, no such file"
Getsukei'in Arms.svg,,yes,1,,Q14596,"named by a claim, no such file"
Getsumyoin Arms.svg,,yes,1,,Q18110,"named by a claim, no such file"
Geumseong Arms.svg,,yes,1,,Q29648,"named by a claim, no such file"
Geumwon-gun Arms.svg,,yes,1,,Q29901,"named by a claim, no such file"
Geun-bi Lee Arms.svg,,yes,1,,Q39420,"named by a claim, no such file"
Geunchogo Arms.svg,,yes,1,,Q15704,"named by a claim, no such file"
Geungusu Arms.svg,,yes,1,,Q15240,"named by a claim, no such file"
Geva Arms.svg,,yes,2,,Q120688,"named by a claim, no such file"
Geva of Chester Arms.svg,,yes,1,,Q124599,"named by a claim, no such file"
Geva von Friesland Arms.svg,,yes,1,,Q143348,"named by a claim, no such file"
"Geva, Countess of Seeburg Arms.svg",,yes,1,,Q143568,"named by a claim, no such file"
Gevehard van Scoten heer van Breda Arms.svg,,yes,1,,Q206380,"named by a claim, no such file"
Gevher Hatun Arms.svg,,yes,2,,Q115426,"named by a claim, no such file"
Gevherhan Hatun Arms.svg,,yes,1,,Q167611,"named by a claim, no such file"
Gevrazio  de Toledo Arms.svg,,yes,2,,Q79150,"named by a claim, no such file"
Gewis Arms.svg,,yes,1,,Q135122,"named by a claim, no such file"
Geyla van Gent Arms.svg,,yes,1,,Q207753,"named by a claim, no such file"
Gggrandson Of Aschawir Unknown Arms.svg,,yes,2,,Q166778,"named by a claim, no such file"
"Ghadana, Queen of Iberia Arms.svg",,yes,1,,Q165937,"named by a claim, no such file"
Ghadira  al-Khuzaa Arms.svg,,yes,2,,Q64954,"named by a claim, no such file"
Ghafeela  Qasit son of Hanab Arms.svg,,yes,2,,Q63362,"named by a claim, no such file"
Ghafil  Al-Huzali Arms.svg,,yes,2,,Q67624,"named by a claim, no such file"
Ghailan son of Malik son of Amr son of Tameem Arms.svg,,yes,2,,Q63771,"named by a claim, no such file"
Ghaleb  Al Kinani Arms.svg,,yes,2,,Q63502,"named by a claim, no such file"
Ghalib bin Fihr Arms.svg,,yes,5,,Q153797,"named by a claim, no such file"
Ghanam bin  Malak'an (Malik) Arms.svg,,yes,2,,Q62893,"named by a claim, no such file"
Ghanam bin Wadea'a Arms.svg,,yes,2,,Q64657,"named by a claim, no such file"
Ghanam son of  Thalabah Arms.svg,,yes,2,,Q63490,"named by a claim, no such file"
Ghanam son of an-Najjaar (Taimullah) Arms.svg,,yes,2,,Q69796,"named by a claim, no such file"
Ghanem  Taghleb son of Wael Arms.svg,,yes,2,,Q63371,"named by a claim, no such file"
Ghanim  banu numidia Arms.svg,,yes,2,,Q72158,"named by a claim, no such file"
Ghanitodana Arms.svg,,yes,1,,Q171485,"named by a claim, no such file"
Ghassan son of Malik son of Amr son of Tameem Arms.svg,,yes,2,,Q63774,"named by a claim, no such file"
Ghassem Mirza Al Marashi Arms.svg,,yes,1,,Q168775,"named by a claim, no such file"
Ghatafan  Sa'ad bin Qays bin 'Ailaan Arms.svg,,yes,2,,Q63094,"named by a claim, no such file"
Ghatafan ibn Sa'd Arms.svg,,yes,2,,Q64840,"named by a claim, no such file"
Ghazan Arms.svg,,yes,1,,Q40996,"named by a claim, no such file"
Ghaṭafān Arms.svg,,yes,2,,Q111372,"named by a claim, no such file"
Ghelan  As Arms.svg,,yes,2,,Q63115,"named by a claim, no such file"
"Gherardo I, signore di Correggio Arms.svg",,yes,1,,Q208122,"named by a claim, no such file"
"Gherardo II, signore di Correggio Arms.svg",,yes,1,,Q208123,"named by a claim, no such file"
Ghias ad-Din Arms.svg,,yes,1,,Q46363,"named by a claim, no such file"
Ghias ad-din kai khosrow Arms.svg,,yes,1,,Q167257,"named by a claim, no such file"
Ghifar  Malil Arms.svg,,yes,2,,Q63933,"named by a claim, no such file"
Ghigo II d'Albon Arms.svg,,yes,2,,Q112829,"named by a claim, no such file"
Ghiles  banu numidia Arms.svg,,yes,2,,Q72128,"named by a claim, no such file"
Ghiyath ad-Din Mas'ud Arms.svg,,yes,2,,Q118770,"named by a claim, no such file"
Ghoornika (Maid) Shukraachaaryulu Raakshasa Purohitulu Arms.svg,,yes,1,,Q169666,"named by a claim, no such file"
Ghosha Arms.svg,,yes,3,,Q2117,"named by a claim, no such file"
Ghâlib ibn Abd al-Rahman Arms.svg,,yes,2,,Q111581,"named by a claim, no such file"
Giacobina XUEREB Arms.svg,,yes,1,,Q168568,"named by a claim, no such file"
Giacoma Orsini Arms.svg,,yes,1,,Q207687,"named by a claim, no such file"
Giacomo Arms.svg,,yes,1,,Q205955,"named by a claim, no such file"
Giacomo Corner Arms.svg,,yes,1,,Q167659,"named by a claim, no such file"
Giacomo II de Lusignano Arms.svg,,yes,1,,Q167653,"named by a claim, no such file"
Giacomo III Arms.svg,,yes,1,,Q167654,"named by a claim, no such file"
Giacomo III Crispo Arms.svg,,yes,1,,Q167545,"named by a claim, no such file"
Giacomo IV Crispo Arms.svg,,yes,1,,Q167923,"named by a claim, no such file"
Giacomo Muscat Arms.svg,,yes,1,,Q168292,"named by a claim, no such file"
Giacomo Orsini Arms.svg,,yes,1,,Q207686,"named by a claim, no such file"
Giacomo Piccolomini d'Aragona Arms.svg,,yes,1,,Q168051,"named by a claim, no such file"
"Giacomo Sanseverino, Lord of Tricarico Arms.svg",,yes,1,,Q125282,"named by a claim, no such file"
Giacomo del Carretto Arms.svg,,yes,1,,Q127471,"named by a claim, no such file"
Gian Galeazzo Visconti Arms.svg,,yes,1,,Q55272,"named by a claim, no such file"
Giang Duc Lan Arms.svg,,yes,1,,Q74904,"named by a claim, no such file"
Giang Tu Arms.svg,,yes,1,,Q79704,"named by a claim, no such file"
Giang Tuân Arms.svg,,yes,1,,Q74901,"named by a claim, no such file"
Gibbon ap Dafydd ap Gilbert Payn Arms.svg,,yes,1,,Q142818,"named by a claim, no such file"
Giberga ... Arms.svg,,yes,1,,Q208448,"named by a claim, no such file"
Giberto I conte nella Marca Trevigiana Arms.svg,,yes,1,,Q208714,"named by a claim, no such file"
Gibica Arms.svg,,yes,2,,Q111334,"named by a claim, no such file"
Gibico Cibalus ( Gjukeborg ) Arms.svg,,yes,1,,Q166723,"named by a claim, no such file"
Gien Arms.svg,,yes,1,,Q10611,"named by a claim, no such file"
Gieva de Tracey Arms.svg,,yes,1,,Q124906,"named by a claim, no such file"
Gieva de Tracy concubine #12 of Henry I of England Arms.svg,,yes,1,,Q205656,"named by a claim, no such file"
Gifuls di Capua conte di Teano Arms.svg,,yes,1,,Q208424,"named by a claim, no such file"
Gifuls di Salerno Arms.svg,,yes,1,,Q208358,"named by a claim, no such file"
Gifulsa di Chieti Arms.svg,,yes,1,,Q208383,"named by a claim, no such file"
Giga Arms.svg,,yes,1,,Q162855,"named by a claim, no such file"
Gigastella Arms.svg,,yes,1,,Q261,"named by a claim, no such file"
Gigitum Arms.svg,,yes,1,,Q135962,"named by a claim, no such file"
Gigwan Arms.svg,,yes,1,,Q50477,"named by a claim, no such file"
Gihon Arms.svg,,yes,1,,Q13972,"named by a claim, no such file"
Gil  Anes de Ataide Arms.svg,,yes,2,,Q103846,"named by a claim, no such file"
Gil  Diaz Arms.svg,,yes,2,,Q118998,"named by a claim, no such file"
Gil  Gil Arms.svg,,yes,2,,Q105688,"named by a claim, no such file"
Gil  Guedaz Guedeao Arms.svg,,yes,2,,Q105435,"named by a claim, no such file"
Gil  Guille em Narbonne Arms.svg,,yes,2,,Q79424,"named by a claim, no such file"
Gil  Martins Barreto Arms.svg,,yes,2,,Q118139,"named by a claim, no such file"
Gil  Martins de Jola Arms.svg,,yes,2,,Q105684,"named by a claim, no such file"
Gil  Martins de Podentes Arms.svg,,yes,2,,Q106379,"named by a claim, no such file"
Gil  Martins de Riba de Vizela Arms.svg,,yes,1,,Q102189,"named by a claim, no such file"
Gil  Nunes de Chacim Arms.svg,,yes,2,,Q118109,"named by a claim, no such file"
Gil  Pires Feijo Arms.svg,,yes,2,,Q118286,"named by a claim, no such file"
Gil  Sanches de Portugal Arms.svg,,yes,2,,Q104093,"named by a claim, no such file"
Gil  Vasques de Soverosa Arms.svg,,yes,4,,Q103810,"named by a claim, no such file"
Gil  de Acevedo-Penalosa y Amaya Arms.svg,,yes,2,,Q45562,"named by a claim, no such file"
Gil  de Alvarado Benavides Arms.svg,,yes,2,,Q35083,"named by a claim, no such file"
Gil  de Alvarado Vera Arms.svg,,yes,2,,Q37482,"named by a claim, no such file"
Gil  de Alvarado y Benavides Arms.svg,,yes,2,,Q35045,"named by a claim, no such file"
Gil  de Alvarenga Arms.svg,,yes,2,,Q79986,"named by a claim, no such file"
Gil Afonso 'o da Ribeira'  Soares Tangil Arms.svg,,yes,2,,Q79594,"named by a claim, no such file"
Gil Alfonso  Soares De Tangil Arms.svg,,yes,2,,Q79477,"named by a claim, no such file"
Gil Gavbara Arms.svg,,yes,2,,Q109461,"named by a claim, no such file"
Gil Vasques de Soverosa Arms.svg,,yes,1,,Q124273,"named by a claim, no such file"
Gila (?) Arms.svg,,yes,1,,Q148471,"named by a claim, no such file"
Gilanshah Arms.svg,,yes,2,,Q109371,"named by a claim, no such file"
Gilbert Arms.svg,,yes,1,,Q147412,"named by a claim, no such file"
Gilbert Basset Arms.svg,,yes,2,,Q142307,"named by a claim, no such file"
Gilbert Blount Arms.svg,,yes,1,,Q143536,"named by a claim, no such file"
Gilbert Buatère Arms.svg,,yes,2,,Q143464,"named by a claim, no such file"
Gilbert Butler Arms.svg,,yes,1,,Q148920,"named by a claim, no such file"
Gilbert Clare Arms.svg,,yes,1,,Q145396,"named by a claim, no such file"
"Gilbert Crespin, Seigneur du Bec Arms.svg",,yes,1,,Q138204,"named by a claim, no such file"
Gilbert De Venables I Arms.svg,,yes,1,,Q207368,"named by a claim, no such file"
Gilbert Fitz Richard Arms.svg,,yes,3,,Q119358,"named by a claim, no such file"
Gilbert FitzRoy Arms.svg,,yes,2,,Q117339,"named by a claim, no such file"
Gilbert I Crispin Arms.svg,,yes,1,,Q120568,"named by a claim, no such file"
Gilbert I of Millau Arms.svg,,yes,4,,Q118226,"named by a claim, no such file"
Gilbert III Turberville Arms.svg,,yes,1,,Q142898,"named by a claim, no such file"
Gilbert Lancaster Arms.svg,,yes,1,,Q147418,"named by a claim, no such file"
Gilbert Malet Arms.svg,,yes,2,,Q139276,"named by a claim, no such file"
Gilbert Marshal Arms.svg,,yes,1,,Q145389,"named by a claim, no such file"
"Gilbert Marshal, 4th Earl of Pembroke Arms.svg",,yes,1,,Q140240,"named by a claim, no such file"
Gilbert Payn Arms.svg,,yes,1,,Q150665,"named by a claim, no such file"
Gilbert Pipard Arms.svg,,yes,1,,Q143758,"named by a claim, no such file"
Gilbert Talbot Arms.svg,,yes,3,,Q137918,"named by a claim, no such file"
"Gilbert Talbot, 3rd Baron Talbot Arms.svg",,yes,1,,Q142327,"named by a claim, no such file"
"Gilbert Talbot, 5th Baron Talbot Arms.svg",,yes,1,,Q149591,"named by a claim, no such file"
"Gilbert ap Tomkin Turberville, of Tythegstone Arms.svg",,yes,1,,Q145932,"named by a claim, no such file"
Gilbert de Clare Arms.svg,,yes,1,,Q142155,"named by a claim, no such file"
"Gilbert de Clare, 1st Earl of Hertford Arms.svg",,yes,1,,Q124541,"named by a claim, no such file"
"Gilbert de Clare, 1st Earl of Pembroke Arms.svg",,yes,3,,Q119364,"named by a claim, no such file"
"Gilbert de Clare, 5th Earl of Gloucester Arms.svg",,yes,1,,Q140126,"named by a claim, no such file"
"Gilbert de Clare, 7th Earl of Gloucester Arms.svg",,yes,2,,Q54785,"named by a claim, no such file"
"Gilbert de Clare, 8th Earl of Gloucester Arms.svg",,yes,1,,Q148949,"named by a claim, no such file"
"Gilbert de Clare, Lord of Thomond Arms.svg",,yes,1,,Q148942,"named by a claim, no such file"
"Gilbert de Gamage, of Caldecote et al Arms.svg",,yes,1,,Q142333,"named by a claim, no such file"
Gilbert de Gant Arms.svg,,yes,2,,Q120458,"named by a claim, no such file"
"Gilbert de Gant, Earl of Lincoln Arms.svg",,yes,1,,Q126335,"named by a claim, no such file"
Gilbert de Lacy Arms.svg,,yes,1,,Q145020,"named by a claim, no such file"
Gilbert de Lacy of Ewyas Harold Arms.svg,,yes,1,,Q140168,"named by a claim, no such file"
Gilbert de Saint-Valery Arms.svg,,yes,2,,Q116489,"named by a claim, no such file"
Gilbert de Venables Arms.svg,,yes,2,,Q205665,"named by a claim, no such file"
Gilbert de l'Aigle Arms.svg,,yes,2,,Q118320,"named by a claim, no such file"
