qid	latin	ja	zh
Q10518041	Matsunaga Nagayori	松永長頼	松永長賴
Q10518429	Honda Tadatsune	本多忠典	
Q10519089	Honda Tadanaga	本多忠永	
Q10520134	Honda Tadamura	本多忠村	
Q10520199	Honda Tadamitsu	本多忠盈	
Q10520285	Honda Tadamichi	本多忠通	
Q10521209	Honda Norisada	本多紀貞	
Q10521342	Makino Tadakazu	牧野忠寿	
Q10521505	Honda Yasutomo	本多康伴	
Q10521581	Honda Yasunobu	本多康命	
Q10521627	Honda Yasusada	本多康完	
Q10521696	Honda Yasuyoshi	本多康慶	
Q10521736	Honda Yasumasa	本多康政	
Q10521793	Honda Yasutoshi	本多康敏	
Q10521864	Honda Yasutake	本多康桓	
Q10522052	Honda Yasunori	本多康紀	
Q10522159	Honda Yasushige	本多康重	本多康重
Q10522808	Honda Masayoshi	本多正珍	
Q10524017	Miyake Yasusada	三宅康貞	三宅康貞
Q10524107	Doi Toshitomo	土井利与	
Q10524398	Doi Toshitatsu	土井利建	
Q10524619	Doi Toshisuke	土井利祐	
Q10525310	Doi Toshiyasu	土井利置	
Q10525390	Inagaki Norishige	稲垣則茂	
Q10532771	Toyosukiirihime no mikoto	豊鍬入姫命	豐鍬入姬命
Q10533169	Yu		豫
Q10540683	Zhao Chuan	趙穿	赵穿
Q10542801	Ashikaga Yoshikiyo	源義清 (矢田判官代)	足利義清
Q10557078	Jiao Shi	田郊師	郊师
Q10563964	Kim T'ae-sŏ	金台瑞	金台瑞
Q10564431	Chōsokabe Minbu	長宗我部民部	長宗我部康豐
Q10565405	Abe Sadayoshi	阿部定吉	阿部定吉
Q10565415	Abe Masachika	阿部正允	阿部正允
Q10565416	Abe Masasuke	阿部正右	阿部正右
Q10565418	Abe Masataka	阿部正喬	阿部正乔
Q10565423	Abe Masazane	阿部正実	阿部正实
Q10565429	Abe Masanori	阿部正教	阿部正教
Q10565435	Abe Masatake	阿部正桓	
Q10565449	Abe Masatada	阿部正粹	阿部正粹
Q10565452	Abe Masayoshi	阿部正能	阿部正能
Q10565454	Abe Masaoki	阿部正興	阿部正兴
Q10565457	Abe Masatoyo	阿部正豊	阿部正丰
Q10565460	Abe Masayoshi	阿部正賀	
Q10565467	Abe Masanobu	阿部正陳	阿部正陈
Q10565521	Mizuno Tadamitsu	水野忠実	
Q10565538	Mizuno Tadaharu	水野忠春	
Q10565550	Mizuno Tadanori	水野忠矩	
Q10565573	Mizuno Shigenaka	水野重央	
Q10565578	Mizuno Shigeyoshi	水野重良	
Q10565593	Matsudaira Katsumasa	松平勝政	
Q10565608	Mizuno Morimasa	水野守政	
Q10565622	Mizuno Tadamoto	水野忠幹	
Q10565624	Mizuno Tadamoto	水野忠幹	
Q10714080	Gaius Fannius Strabo	ガイウス・ファンニウス・ストラボ	
Q10729335	Matsudaira Katsutada	松平勝忠	
Q10729349	Sanada Yukiyoshi	真田幸良	
Q10729357	Matsudaira Katsuyoshi	松平勝義	
Q10729358	Matsudaira Katsumichi	松平勝道	
Q10729361	Matsudaira Sadakazu	松平定和	
Q10729368	Matsudaira Sadaakira	松平定章	
Q10729372	Matsudaira Sadasato	松平定郷	
Q10729379	Matsudaira Tadatoshi	松平忠利	
Q10729382	Matsudaira Tadasada	松平忠定	松平忠定
Q10729386	Matsudaira Tadafusa	松平忠房 (島原藩主)	
Q10729398	Toki Yoriyuki	土岐頼之	土岐賴之
Q10729405	Matsudaira Sadayasu	松平定休	
Q10729409	Matsudaira Sadayoshi	松平定剛	
Q10729421	Matsudaira Sadatoki	松平定時	
Q10729431	Matsudaira Sadanao	松平定直	
Q10729444	Matsudaira Sadanobu	松平定陳	
Q10729461	Kutsuki Tōtsuna	朽木玄綱	
Q10729463	Matsudaira Norihisa	松平乗久	松平乘久
Q10729464	Matsudaira Noriyasu	松平乗保	松平乘保
Q10729471	Matsudaira Noritoshi	松平乗命	松平乘命
Q10729472	Matsudaira Noritaka	松平乗喬	
Q10729475	Matsudaira Norisada	松平乗完	
Q10729479	Matsudaira Noriyoshi	松平乗懿	
Q10729482	Matsudaira Norimasa	松平乗政	松平乘政
Q10729484	Matsudaira Noritsugu	松平乗次	松平乘次
Q10729491	Matsudaira Noritada	松平乗紀	
Q10729493	Matsudaira Noriyoshi	松平乗美	
Q10729496	Matsudaira Norikata	松平乗賢	松平乘賢
Q10729498	Matsudaira Ienori	松平家乗	松平家乘
Q10729501	Matsudaira Tadanao	松平忠尚	
Q10729509	Matsudaira Chikanori	松平親乗	松平親乘
Q10731395	Hosuseri	火闌降命	火阑降命
Q10731425	Tori no Iwakusufune no Kami	鳥之石楠船神	鸟之石楠船神
Q10742496	Lord Pingyuan	平原君	平原君
Q10743264	Bao Thanh	陳氏楨	陳氏楨
Q10749920	Kukunochi	ククノチ	久久能智
Q10751982	Công chúa Thiên Thành	天城公主	天城公主
Q10752092	Qiong Chan		窮蟬
Q10791031	Matsudaira Yasusada	松平康定	
Q10791086	Matsudaira Yasuyoshi	松平康福	
Q10791122	Matsudaira Yasutoshi	松平康載	板倉勝觀
Q10796858	Tecmessa	テレウタスの娘テクメッサ	
Q10822579	Marquis Ping of Cai	平侯	蔡平侯
Q10822582	Marquis Jing of Cai	景侯	蔡景侯
Q10822583	Marquis Ling of Cai	霊侯	蔡靈侯
Q10822585	Marquis Cheng of Cai	成侯	蔡成侯
Q10822586	Marquis Sheng of Cai	声侯	蔡聲侯
Q10822587	Marquis Zhuang of Cai	荘侯	蔡莊侯
Q10822588	Marquis Wen of Cai	文侯	蔡文侯
Q10822589	Marquis Dao of Cai	悼侯	蔡悼侯
Q10825135	Princess Tianning	天寧公主	
Q10835094	Lord Chunshen	春申君	春申君
Q10856529	Tomono Tokinaga	伴野時長	
Q10856531	Ogasawara Sadamasa	小笠原定政	
Q10856532	Ogasawara Ienaga	小笠原家長	小笠原家长
Q10856533	Ogasawara Tadahiro	小笠原忠嘉	
Q10856534	Ogasawara Tadakata	小笠原忠固	
Q10856536	Ogasawara Tadayuki	小笠原忠幸	
Q10856538	Ogasawara Tadaakira	小笠原忠徴	小笠原忠徵
Q10856540	Ogasawara Tadaharu	小笠原忠春	
Q10856542	Ogasawara Tadamune	小笠原忠統	
Q10856545	Ogasawara Tadamitsu	小笠原忠苗	
Q10856548	Ichinomiya Narisuke	一宮成助	
Q10856551	Ogasawara Ujioki	小笠原氏興	
Q10856555	Shōjirō Ogasawara	小笠原章二郎	
Q10856558	Ogasawara Sadatoshi	小笠原貞哲	
Q10856559	Ogasawara Sadazane	小笠原貞孚	
Q10856561	Ogasawara Sadayasu	小笠原貞寧	
Q10856563	Ogasawara Sadatomo	小笠原貞朝	小笠原貞朝
Q10856565	Ogasawara Sadaatsu	小笠原貞温	小笠原貞溫
Q10856566	Ogasawara Sadayoshi	小笠原貞謙	
Q10856570	Ogasawara Sadayori	小笠原貞頼	
Q10856571	Ogasawara Sadaaki	小笠原貞顕	小笠原貞顯
Q10856573	Matsudaira Moriie	松平守家	
Q10856579	Ogasawara Nobusada	小笠原信定	小笠原信定
Q10856582	Ogasawara Nagamasa	小笠原長丕	
Q10859954	Ogasawara Nagafusa	小笠原長房	
Q10859957	Ogasawara Nagamune	小笠原長棟	小笠原長棟
Q10859959	Ogasawara Nagatake	小笠原長武	
Q10859961	Ogasawara Nagayasu	小笠原長泰	
Q10859963	Ogasawara Nagatame	小笠原長為	
Q10859967	Ogasawara Nagateru	小笠原長瑶	
Q10859969	Ogasawara Nagasuke	小笠原長祐	
Q10859970	Ogasawara Nagayoshi	小笠原長禎	
Q10859976	Ogasawara Nagaoki	小笠原長興	
Q10859985	Ogasawara Nagamasa	小笠原長雅	
Q10859988	Miyoshi Yoshinaga	三好義長	
Q10859990	Miyoshi Yutaka	三好胖	
Q10860020	Ogasawara Mototsugu	小笠原元続	小笠原元續
Q10860022	Ogasawara Mitsuyasu	小笠原光康	
Q10860029	Ogasawara Muneyasu	小笠原宗康	
Q10860030	Ogasawara Mochinaga	小笠原持長 (信濃小笠原氏)	
Q10860032	Ogasawara Masayasu	小笠原政康	
Q10860033	Ogasawara Masahide	小笠原政秀	
Q10860035	Ogasawara Masanaga	小笠原政長	
Q10860036	Ogasawara Meihō	小笠原明峰	
Q10860038	Ogasawara Hidekiyo	小笠原秀清	小笠原少齋
Q10860075	Makino Nobushige	牧野信成	
Q10860077	Makino Norinari	牧野儀成	
Q10860078	Makino Mitsunari	牧野光成	牧野光成
Q10860081	Makino Sadanari	牧野定成	牧野定成
Q10860084	Makino Tomishige	牧野富成	
Q10860089	Makino Tadatoshi	牧野忠利	
Q10860091	Makino Tadanari	牧野忠成	
Q10860092	Makino Tadanari	牧野忠成	牧野忠成
Q10860093	Makino Tadataka	牧野忠敬	
Q10860096	Makino Tadakiyo	牧野忠清	牧野忠清
Q10860104	Makino Tadataka	牧野忠貴	
Q10860106	Makino Tadatoki	牧野忠辰	
Q10860112	Makino Narisada	牧野成定	
Q10860127	Makino Hidenari	牧野秀成	
Q10860130	Makino Takashige	牧野誠成	
Q10860134	Makino Sadayasu	牧野貞寧	
Q10860147	Makino Sadatame	牧野貞為	
Q10860149	Makino Sadanao	牧野貞直	
Q10860150	Makino Sadamichi	牧野貞通	
Q10860154	Makino Sadataka	牧野貞隆	
Q10860162	Makino Yasuchika	牧野康周	
Q10860164	Makino Yasutoshi	牧野康哉	
Q10860167	Makino Yasunari	牧野康成	牧野康成
Q10860168	Makino Yasunari	牧野康成	牧野康成
Q10860170	Makino Yasushige	牧野康成	牧野康成
Q10860173	Makino Yasumasa	牧野康済	牧野康濟
Q10860177	Makino Yasuzumi	牧野康澄	牧野康澄
Q10860179	Makino Yasumichi	牧野康道	牧野康道
Q10862058	Toda Ujitsune	戸田氏庸	戶田氏庸
Q10862059	Toda Ujiakira	戸田氏彬	戶田氏彬
Q10862060	Toda Ujishige	戸田氏成	戶田氏成
Q10862063	Toda Ujinori	戸田氏教	戶田氏教
Q10862065	Toda Ujimasa	戸田氏正	戶田氏正
Q10862071	Toda Ujiyoshi	戸田氏良	戶田氏良
Q10862074	Toda Ujiaki	戸田氏西	戶田氏西
Q10862086	Matsudaira Munetada	松平宗允	
Q10862088	Matsudaira Munemitsu	松平宗弥	
Q10862090	Matsudaira Munenaga	松平宗長	
Q10862091	Matsudaira Suketsugu	松平資承	
Q10862092	Matsudaira Sukeyuki	松平資順	
Q10862095	Endō Tsunenori	遠藤胤統	
Q10862096	Hōjō Ujihisa	北条氏久	
Q10862100	Toda Munemitsu	戸田宗光	戶田宗光
Q10862109	Toda Tadatomo	戸田忠友	戶田忠友
Q10862117	Toda Tadayuki	戸田忠恕	戶田忠恕
Q10862118	Toda Tadaaya	戸田忠文	戶田忠文
Q10862119	Toda Tadaaki	戸田忠明	戶田忠明
Q10862122	Toda Tadaharu	戸田忠温	户田忠温
Q10862129	Toda Tadanaka	戸田忠翰	戶田忠翰
Q10862137	Toda Tameharu	戸田為春	戶田為春
Q10862140	Matsudaira Mitsuyuki	松平光行	
Q10863126	Ōsawa Motoie	大沢基宿	大澤基宿
Q10863134	Ōsawa Mototsune	大沢基恒	
Q10863157	Ōsawa Mototane	大沢基胤	大澤基胤
Q10864062	Isshiki Fujinaga	一色藤長	一色藤长
Q10864079	Hitokotonushi	一事主神	一事主神
Q10865728	Miyoshi Motonaga	三好元長	三好元長
Q10865731	Miyoshi Yasunaga	三好康長	三好康長
Q10865734	Miyoshi Yoshioki	三好義興	三好義興
Q10869045	Shì Fù		世父
Q10869205	Yosotarashi hime	世襲足媛	世襲足媛
Q10874903	Jeongan	定安王后	定安王后
Q10875843	Zhongjue	中潏	中潏
Q10876835	Princess Gyeonghye	敬恵公主	敬惠公主
Q10876887	Feng Juan		丰卷
Q10876954	Fengshi		丰施
Q10878441	Le Fuxun		乐父衎
Q10879082	Kuki Takasue	九鬼隆季	九鬼隆季
Q10880505	Nikaidō Moriyoshi	二階堂盛義 (二階堂照行の嫡男)	二階堂盛義
Q10881556	Isotakeru	五十猛神	五十猛神
Q10881557	Isuzuyorihime	五十鈴依媛命	五十鈴依媛命
Q10881970	Hiko Itsuse no Mikoto	彦五瀬命	彥五瀨命
Q10884602	Xiong Xue		仲雪
Q10885126	Izunome	伊豆能売	伊豆能賣神
Q10885147	Date Narimune	伊達成宗	伊達成宗
Q10885148	Date Mochimune	伊達持宗	伊達持宗
Q10885149	Date Masamune	伊達政宗	伊達政宗
Q10885151	Muranaga Date	伊達村寿	伊達村壽
Q10885176	Ikagashikome	伊香色謎命	伊香色谜命
Q10885623	Bó Qiáo		伯僑
Q10888904	Takeiwatatsu no Mikoto	健磐竜命	健磐龍命
Q10891903	Yagami-hime	八上比売	八上比賣
Q10892048	Yasakairihime no mikoto	八坂入媛命	八坂入媛命
Q10892311	Yatanohimemiko	八田皇女	八田皇女
Q10892534	Yakusanoikazuchi	火雷大神	八雷神
Q10892679	Gongzi Yan		公子偃
Q10892686	Gongzi Ang		公子卬
Q10892688	Gongzi Quji		公子去疾
Q10892690	Gongzixi		公子喜
Q10892692	Prince Jia		公子嘉
Q10892693	Gongzi Wei Gui		公子围龟
Q10892696	Gongzidi		公子地
Q10892697	Prince Cheng		公子城
Q10892699	Prince Zhuang	公子壮	公子壮
Q10892704	Prince Jianglü	将閭	公子将闾
Q10892705	Prince Shaoguan		公子少官
Q10892710	Prince Yurong		公子御戎
Q10892711	Kui-gongzi		公子悝
Q10892717	Prince Cheng of Song State		公子成 (宋国)
Q10892723	Zhao Chao		公子朝 (赵国)
Q10892726	Prince Gu Chen		公子榖臣
Q10892733	Crown Prince Ya		公子牙
Q10892735	Gongzi Xia		公子瑕
Q10892739	Zhao Zhang		公子章
Q10892740	Prince Jiu	公子糾	公子糾
Q10892747	Prince Jie	子期	公子结
Q10892752	Gongzi Fei		公子肥
Q10892759	Gongzidang		公子荡
Q10892763	Gong Zizhen	子嚢	公子贞
Q10892769	Prince Tong		公子通
Q10892772	Prince Shi		公子適
Q10892775	Prince Chu		公子鉏
Q10892779	Prince Yong	公子雍 (秦国)	公子雍
Q10892780	Prince Yong		公子雍
Q10892781	Prince Qing		公子青
Q10892784	Prince Ju		公子驹
Q10892790	Gongzi Lin		公子鳞
Q10892792	Chu Gongzi Hei Hu	子晳 (楚)	公子黑肱
Q10892793	Prince Qian		公子黔
Q10892799	Gongsun You		公孙友
Q10892808	Gongsun Mimou		公孙彌牟
Q10892819	Gongsun Chu		公孙楚
Q10892821	Gongsun Xie		公孙洩
Q10892822	Gongsun Hua		公孙滑
Q10892824	Gongsun Shen		公孙申
Q10892915	Gongming		公明
Q10892958	Gongfu Dingshu		公父定叔
Q10893806	Gongmeng	趙共孟	共孟
Q10895187	Ming		冥 (商族先公)
Q10897484	Jizi of Liu	康公	刘康公
Q10899067	Maeno Tadayasu	前野忠康	前野忠康
Q10900573	Liu Fenggao	劉鳳誥	刘凤诰
Q10900903	Katō Sadayasu	加藤貞泰	加藤貞泰
Q10904245	lady Suk from Im	粛嬪林氏	肃嫔林氏
Q10904255	Yongseong Budaebuin	龍城府大夫人廉氏	龙城府大夫人
Q10904619	Princess Toochiniirihime	十市瓊入媛命	十市瓊入媛命
Q10904662	Sogō Masayasu	十河存保	十河存保
Q10904824	Princess Chichitsukuyamatohime	千千衝倭姫命	千千衝倭姬命
Q10904825	Princess Chichihayahime	千千速比売命	千千速比賣命
Q10904976	Chiba Masatane	千葉昌胤	千葉昌胤
Q10905833	Huafudu	華父督	华父督
Q10907347	Nán Wēi		南威
Q10907433	Nangong Jingshu	南宮敬叔	南宫敬叔
Q10912799	Xiong Kan		叔堪
Q10912800	Shū Liú	叔劉	叔刘
Q10912803	Shusun Qiaoru	叔孫僑如	叔孙侨如
Q10916254	Right Master Wu		右师戊
Q10917128	Kikkawa Okitsune	吉川興経	吉川興經
Q10917866	Hou Zi Zhen		后子鍼
Q10918171	Xiang Fuxi		向父肹
Q10919837	Ahiratsuhime	吾平津媛	吾平津媛
Q10921480	Princess Hwapyeong	和平翁主	和平翁主
Q10921594	Wake no Hiromushi	和気広虫	和氣廣虫
Q10925096	Takauta Shijo	四条隆謌	四條隆謌
Q10925973	Huan Zisi		国参
Q10926851	Princess Kunikatahime	国方姫命	國方姬命
Q10928209	Gyu-nye		圭妫
Q10931486	Gongzizhi		士子孔
Q10932592	Tagitsuhime	湍津姫	湍津姫
Q10932870	Takiribime	田心姫	田心姬
Q10933447	Oogotooshionokami	大事忍男神	大事忍男神
Q10933541	Otomo no Sukunamaro	大伴宿奈麻呂	大伴宿奈麻呂
Q10933860	Ōtomo Yoshiaki	大友義鑑	大友義鑑
Q10935047	Oyatsuhime and Tsumatsuhime	大屋津姫命・枛津姫命	大屋津姬命與枛津姬命
Q10938042	Ōtani Yoshiharu	大谷吉治	大谷吉治
Q10938574	Daluo	大駱	大駱
Q10939046	Ame-no-Ohabari	天之尾羽張	天之尾羽張
Q10940228	Amatsuhikone	天津彦根命	天津彦根命
Q10940411	Hoakari	天火明命	天火明命
Q10940642	Takehazuchi	天羽槌雄神	天羽槌雄神
Q10940674	Ame no Wakahiko	天稚彦	天稚彥
Q10940685	Ame no Hohi	天穂日命	天穂日命
Q10940723	Uwaharu and Shitaharu	ウワハル・シタハル	天表春命與天下春命
Q10940731	Amatoyotsuhimenomikoto	天豊津媛命	天豐津媛命
Q10940849	Ame-no-Kaguyama	天香山命	天香山命
Q10941022	Taiji	太幾	太几
Q10941168	Prince Hua	太子華	太子华
Q10941169	Crown Prince You		太子友
Q10941175	Crown Prince Ping	燕太子平	太子平
Q10941177	Taizi Jian	太子健	太子建
Q10941186	Prince Xiefu		太子洩父
Q10941191	Tai Zi Cuo		太子痤
Q10941193	Crown Prince Yukou	キ禦寇	太子禦寇
Q10941195	Prince Zhufan		太子诸樊
Q10941912	Fugai	夫概	夫概
Q10941914	Marquis Futan of Yue	夫譚	夫譚
Q10942300	Ch'am of Gojoseon	奉日王	奉日王
Q10942303	Bong Ryeo	奉礪	奉礪
Q10942814	Nüfeng	女防	女防
Q10942909	Hao Fu Shou		好父说
Q10943127	Anegakōji Yoshiyori	姉小路良頼	姊小路良賴
Q10943128	Anegakōji Yoritsuna	姉小路頼綱	姊小路賴綱
Q10944047	Zifeng		子丰
Q10944050	Ziren		子人
Q10944057	Yu Mi		子俞弥
Q10944058	Ziyuan		子元
Q10944059	Xiong Zilan	子蘭	子兰
Q10944071	Gongzi		子印
Q10944076	Zishang		子商
Q10944081	Gongzifa		子国
Q10944088	Yukichi		子太叔
Q10944090	Zikong Jia		子孔
Q10944100	Han Huanzi		子展
Q10944103	Zishān		子山 (吴国)
Q10944108	Zigeng		子庚
Q10944141	Zi Ran		子然
Q10944151	Zipi		子皮
Q10944160	Gongzi Hui		子羽
Q10944162	Gongsun Zhe		子耳
Q10944168	Ziliang		子良
Q10944182	Zixi		子西
Q10944193	Zilu		子闾
Q10944200	Zi Le		子革
Q10944321	Kong Zhang		孔张
Q10944635	Sun Boyan		孙伯黡
Q10944647	Sun Ping		孙凭
Q10944984	Ji Xiaobo		孝伯 (衛國)
Q10944995	Hyobin Kimssi		孝嫔金氏
Q10945083	Mengzeng	孟增	孟增
Q10945297	Jizha	季札	季札
Q10946169	Umashimaji	ウマシマジ	宇摩志麻遲命
Q10946188	Yuwen Yan		宇文延
Q10946196	Yuwen Luo		宇文洛
Q10946210	Yuwen Yu		宇文裕
Q10947461	Songzi		宋子
Q10949054	Nigihayahi	饒速日命	饒速日命
Q10950392	Hachirō Miyazaki	宮崎八郎	宫崎八郎
Q10957621	Jeung of Gojoseon	導国王	導國王
Q10968601	Toyoaki Yamauchi	山内豊秋	山內豐秋
Q11034683	Konishi Ryūsa	小西隆佐	小西隆佐
Q11034987	Ono no Emishi	小野毛人	小野毛人
Q11034995	Ono no Kenu	小野毛野	小野毛野
Q11036316	Liang Kangbo	公子康	少子康
Q11039371	Lady Song	尚寝宋氏	尚寢宋氏
Q11039428	Nakijin Chōfu	今帰仁朝敷	尚弼
Q11042349	Qu Xia	屈瑕	屈瑕
Q11057075	Zuo Shibo		左师勃
Q11059454	Ichikishimahime	市杵島姫	市杵島姫
Q11059539	Futodama	フトダマ	布刀玉命
Q11062633	Zhuang Jiang	荘姜	庄姜
Q11062711	Qing Ke	慶克	庆克
Q11062750	Khánh Xá	慶舎	庆舍
Q11062822	Lord Luling		庐陵君
Q11064500	Crown Princess Sunbin Bong	純嬪奉氏	廢嬪奉氏
Q11064502	Crown Princess Hwibin Kim	徽嬪金氏	廢嬪金氏
Q11065428	Takehiratori	建比良鳥命	建比良鳥命
Q11067929	Andō Nobutada	安藤信尹	
Q11067978	Andō Hironaga	安藤寛長	安藤寬長
Q11068023	Andō Naoharu	安藤直治	
Q11068066	Andō Yoshikado	安藤義門	
Q11068075	Andō Chikatomo	安藤近倫	
Q11068085	Andō Shigeyuki	安藤重之	
Q11068377	Shōsei-ni	昌清尼	
Q11068387	Asakura Nobukage	朝倉信景	
Q11068393	Asakura Kōkyū	朝倉光玖	
Q11068413	Asakura Iekage	朝倉家景	
Q11068421	Asakura Yukikage	朝倉将景	朝倉將景
Q11068431	Asakura Hirokage	朝倉広景	
Q11068440	Asakura Aiōmaru	朝倉愛王丸	
Q11068464	Asakura Norikage	朝倉教景 (宗滴の兄)	朝倉教景 (宗滴之兄)
Q11068473	Asakura Kagemitsu	朝倉景垙	
Q11068482	Asakura Kagefuyu	朝倉景冬	
Q11068664	Asakura Kagetsune	朝倉景恒	朝倉景恆
Q11068695	Asakura Kagefusa	朝倉景総	朝倉景總
Q11068703	Asakura Kagemoto	朝倉景職	
Q11068720	Asakura Kagetaka	朝倉景隆	朝仓景隆
Q11068736	Asakura Ujikage	朝倉氏景	
Q11068750	Asakura Tsunekage	朝倉経景	朝倉經景
Q11068758	Asakura Sadakage	朝倉貞景	
Q11068766	Asakura Kumagimimaru	朝倉阿君丸	
Q11068774	Asakura Takakage	朝倉高景	
Q11069010	Inoue Masayoshi	井上正誠	
Q11069020	Ōseki Masuyoshi	大関増徳	大關增德
Q11069028	Naruse Masamitsu	成瀬正肥	成濑正肥
Q11069067	Aoyama Yoshitoshi	青山幸利	
Q11069086	Aoyama Yukitaka	青山幸孝	
Q11069129	Aoyama Yoshimasa	青山幸督	
Q11069138	Aoyama Yukinori	青山幸礼	
Q11069149	Aoyama Yoshihide	青山幸秀	
Q11069175	Aoyama Tadayuki	青山忠敏	青山忠敏
Q11069209	Aoyama Tadashige	青山忠誠	
Q11069238	Aoyama Tadakado	青山忠門	青山忠門
Q11069442	Matsudaira Tadatomo	松平忠倶	松平忠俱
Q11069457	Matsudaira Tadaakira	松平忠名	
Q11069471	Matsudaira Tadataka	松平忠喬	
Q11069496	Matsudaira Tadatoshi	松平忠敏	
Q11069505	Matsudaira Tadanaga	松平忠栄	松平忠榮
Q11069521	Matsudaira Tadatsugu	松平忠継	
Q11069532	Matsudaira Tadaoki	松平忠興	
Q11069807	Matsudaira Tadaatsu	松平忠厚	
Q11069825	Matsudaira Tadakata	松平忠固	
Q11069848	Matsudaira Tadazane	松平忠愛 (上田藩主)	
Q11069865	Matsudaira Tadaharu	松平忠晴	
Q11069882	Matsudaira Tadamasa	松平忠済	
Q11069891	Matsudaira Tadanari	松平忠礼	松平忠禮
Q11069899	Matsudaira Tadatsune	松平忠英	
Q11069916	Matsudaira Tadayori	松平忠順	
Q11069924	Ikeda Terukata	池田輝名	
Q11070093	Hōjō Tsunafusa	北条綱房	
Q11070312	Xu Fu		徐俌
Q11070352	Nagai Naosuke	永井尚佐	
Q11070716	Xu Jingxi		徐景熹
Q11071098	Crown Prince Dechen		得臣
Q11071149	Yu Shu		御叔
Q11071195	Mikeiri no Mikoto	三毛入野命	三毛入野命
Q11071228	Empress Mimakihime	御間城姫	御间城姬
Q11071952	I of Gojoseon	徽襄王	徽襄王邇
Q11073238	Crown Prince Dao	悼太子	悼太子 (秦国)
Q11073334	Hui Bo Tan		惠伯談
Q11074080	Shin Su-geun	慎守勤	慎守勤
Q11074192	Gyeong of the Jeonui Lee clan	慶嬪李氏	慶嬪李氏
Q11074231	Wha of Gojoseon	慶順王	慶順王
Q11074449	Xuxuan	戎胥軒	戎胥轩
Q11074457	Cheng		成
Q11074528	Gongshu Dang		成子當
Q11074588	Naruse Masanari	成瀬正成	成瀨正成
Q11075271	Dai Ziyong		戴子雍
Q11075750	Tagishimimi	手研耳命	手研耳命
Q11076197	Yang Gan		扬干
Q11076797	Empress Oshihime	押媛	押媛
Q11078587	Harima no Inabi no Ooiratsume	播磨稲日大郎姫	播磨稻日大郎姬
Q11085324	Panggao	旁皋	旁皋
Q11086120	Hikoyai-no-mikoto	彦八井耳命	彥八井耳命
Q11087645	Chang Ruo		昌若
Q11088788	Zhao Chu		春平君
Q11088801	Kasuga no Iratsuko	春日娘子	春日娘子
Q11088970	Zhao Ming	昭明	昭明
Q11090010	Keung from Park	景嬪朴氏	景嬪朴氏
Q11090990	Cao Yu		曹圉
Q11091681	Mogami Naoie	最上直家	最上直家
Q11092042	Ochicher	オチチェル	月赤察儿
Q11092833	Ki-no-Mata-no-Kami	木俣神	木俁神
Q11093562	Zhu Yipai		朱以派
Q11093594	Zhu Jianyi		朱健杙
Q11093643	Zhu Dianyang		朱典楧
Q11093659	Zhu Qinxi		朱勤熄
Q11093678	Zhu Houwan		朱厚烷
Q11093682	Zhu Houyu		朱厚煜
Q11093684	Zhu Houjiong		朱厚颎
Q11093730	Zhu Hexi		朱和壐
Q11093741	Zhu Qisheng		朱器墭
Q11093776	Zhu Shouyong		朱寿镛
Q11093816	Zhu Cunwu		朱存梧
Q11093817	Zhu Cunbi		朱存楅
Q11093818	Zhu Cunji		朱存極
Q11093819	Zhu Cunshu		朱存樞
Q11093821	Zhu Cunji		朱存機
Q11093822	Zhu Cunyi		朱存檥
Q11093852	Zhu Zhouyong		朱宙栐
Q11093952	Zhu Changhu		朱常湖
Q11094057	Zhu Yihao		朱怡鎬
Q11094074	Zhu Weisui		朱惟熣
Q11094076	Zhu Weiyao		朱惟燿
Q11094103	Zhu Cizhu		朱慈燭
Q11094118	Zhu Huaishan		朱怀墡
Q11094144	Zhu Jingzhen		朱敬鉁
Q11094145	Zhu Jingrong		朱敬鎔
Q11094146	Zhu Jingyong		朱敬镛
Q11094425	Zhu Qisheng		朱琳源
